"bpmag-Gmag","bpmag-rpmag","bpmag-Jmag","bpmag-Hmag","bpmag-Kmag","Gmag-rpmag","Gmag-Jmag","Gmag-Hmag","Gmag-Kmag","rpmag-Jmag","rpmag-Hmag","rpmag-Kmag","Jmag-Hmag","Jmag-Kmag","Hmag-Kmag","class"
-0.0619,-0.1862,-0.3148,-0.4148,-0.4508,-0.1243,-0.2529,-0.3529,-0.3889,-0.1286,-0.2286,-0.2646,-0.1,-0.136,-0.036,"B"
0.1899,0.5296,1.0968,1.2228,1.3748,0.3397,0.9069,1.0329,1.1849,0.5672,0.6932,0.8452,0.126,0.278,0.152,"B"
0.1089,0.2916,0.5418,0.5688,0.6358,0.1828,0.4329,0.4599,0.5269,0.2502,0.2772,0.3442,0.027,0.094,0.067,"B"
0.3299,0.8491,1.4767,1.6627,1.7737,0.5192,1.1468,1.3328,1.4438,0.6276,0.8136,0.9246,0.186,0.297,0.111,"B"
0.291,0.7553,0.4444,0.4924,0.4984,0.4643,0.1534,0.2014,0.2074,-0.3108,-0.2628,-0.2568,0.048,0.054,0.006,"B"
0.4559,1.059,2.76,3.113,3.476,0.6031,2.304,2.657,3.02,1.701,2.054,2.417,0.353,0.716,0.363,"B"
0.2042,0.5872,1.0626,1.2136,1.3186,0.383,0.8584,1.0094,1.1144,0.4754,0.6264,0.7314,0.151,0.256,0.105,"B"
0.1894,0.5006,0.9391,1.0211,1.1301,0.3112,0.7497,0.8317,0.9407,0.4385,0.5205,0.6295,0.082,0.191,0.109,"B"
0.0174,0.0493,0.0208,-0.0012,-0.0132,0.0319,0.0034,-0.0186,-0.0306,-0.0285,-0.0505,-0.0625,-0.022,-0.034,-0.012,"B"
0.1459,0.4003,0.6625,0.7415,0.9855,0.2544,0.5166,0.5956,0.8396,0.2622,0.3412,0.5852,0.079,0.323,0.244,"B"
0.0192,0.0028,0.0543,0.0583,0.0583,-0.0164,0.0351,0.0391,0.0391,0.0515,0.0555,0.0555,0.004,0.004,0,"B"
0.0025,-0.0345,-0.0191,-0.0901,-0.0391,-0.037,-0.0216,-0.0926,-0.0416,0.0154,-0.0556,-0.0046,-0.071,-0.02,0.051,"B"
0.218,0.5494,0.9098,0.9658,1.0378,0.3315,0.6918,0.7478,0.8198,0.3603,0.4163,0.4883,0.056,0.128,0.072,"B"
0.2196,0.5394,0.7309,0.8529,1.0399,0.3199,0.5113,0.6333,0.8203,0.1915,0.3135,0.5005,0.122,0.309,0.187,"B"
0.2075,0.5849,1.0034,1.0684,1.2044,0.3774,0.7959,0.8609,0.9969,0.4185,0.4835,0.6195,0.065,0.201,0.136,"B"
0.0113,0.0115,0.0427,0.0307,0.0637,0.0002,0.0313,0.0193,0.0523,0.0312,0.0192,0.0522,-0.012,0.021,0.033,"B"
0.0718,0.2028,0.3546,0.3606,0.3986,0.131,0.2828,0.2888,0.3268,0.1518,0.1578,0.1958,0.006,0.044,0.038,"B"
0.1066,0.2922,0.5359,0.5399,0.6449,0.1857,0.4294,0.4334,0.5384,0.2437,0.2477,0.3527,0.004,0.109,0.105,"B"
0.1842,0.4745,0.8378,0.9418,0.9968,0.2904,0.6536,0.7576,0.8126,0.3633,0.4673,0.5223,0.104,0.159,0.055,"B"
0.4171,1.0164,1.8224,2.0114,2.1014,0.5993,1.4053,1.5943,1.6843,0.806,0.995,1.085,0.189,0.279,0.09,"B"
0.1438,0.404,0.6424,0.8414,1.0814,0.2602,0.4986,0.6976,0.9376,0.2384,0.4374,0.6774,0.199,0.439,0.24,"B"
-0.0557,0.0134,-0.0084,0.0106,0.1136,0.0691,0.0473,0.0663,0.1693,-0.0218,-0.0028,0.1002,0.019,0.122,0.103,"B"
0.2075,0.5678,0.8711,1.0781,1.4311,0.3603,0.6637,0.8707,1.2237,0.3034,0.5104,0.8634,0.207,0.56,0.353,"B"
0.3865,0.9747,1.8718,2.1378,2.3488,0.5881,1.4852,1.7512,1.9622,0.8971,1.1631,1.3741,0.266,0.477,0.211,"B"
0.4187,0.9888,1.846,2.036,2.327,0.57,1.4272,1.6172,1.9082,0.8572,1.0472,1.3382,0.19,0.481,0.291,"B"
0.478,1.1441,2.0292,2.2702,2.3602,0.666,1.5512,1.7922,1.8822,0.8851,1.1261,1.2161,0.241,0.331,0.09,"B"
0.8766,1.8762,3.5318,4.1398,4.6138,0.9996,2.6552,3.2632,3.7372,1.6556,2.2636,2.7376,0.608,1.082,0.474,"B"
0.0507,0.1346,0.2765,0.3185,0.3755,0.0839,0.2258,0.2678,0.3248,0.1419,0.1839,0.2409,0.042,0.099,0.057,"B"
0.261,0.6677,1.1237,1.2937,1.5617,0.4066,0.8627,1.0327,1.3007,0.456,0.626,0.894,0.17,0.438,0.268,"B"
0.5891,1.35,2.3645,2.5985,2.8575,0.7609,1.7753,2.0093,2.2683,1.0144,1.2484,1.5074,0.234,0.493,0.259,"B"
0.2774,0.7369,1.8226,2.0196,2.2476,0.4595,1.5452,1.7422,1.9702,1.0857,1.2827,1.5107,0.197,0.425,0.228,"B"
0.0266,0.1032,0.2738,0.2588,0.2498,0.0766,0.2471,0.2321,0.2231,0.1705,0.1555,0.1465,-0.015,-0.024,-0.009,"B"
0.0702,0.2693,0.4802,0.6592,0.9522,0.1991,0.41,0.589,0.882,0.2109,0.3899,0.6829,0.179,0.472,0.293,"B"
0,-0.0192,-0.1214,-0.1504,-0.0784,-0.0192,-0.1214,-0.1504,-0.0784,-0.1022,-0.1312,-0.0592,-0.029,0.043,0.072,"B"
-0.1296,-0.152,0.1337,0.1747,0.2037,-0.0224,0.2633,0.3043,0.3333,0.2857,0.3267,0.3557,0.041,0.07,0.029,"B"
0.3152,0.8253,1.5778,1.6968,1.8008,0.5101,1.2626,1.3816,1.4856,0.7525,0.8715,0.9755,0.119,0.223,0.104,"B"
0.0421,0.1179,0.2247,0.2057,0.2187,0.0758,0.1827,0.1637,0.1767,0.1069,0.0879,0.1009,-0.019,-0.006,0.013,"B"
0.3164,0.8338,1.4412,1.6582,1.8092,0.5174,1.1248,1.3418,1.4928,0.6074,0.8244,0.9754,0.217,0.368,0.151,"B"
0.2717,0.737,1.2627,1.3937,1.4887,0.4653,0.991,1.122,1.217,0.5257,0.6567,0.7517,0.131,0.226,0.095,"B"
0.4028,1.0002,1.6177,1.8527,2.0187,0.5974,1.2149,1.4499,1.6159,0.6175,0.8525,1.0185,0.235,0.401,0.166,"B"
-0.0061,-0.1014,-0.1331,-0.1831,-0.1831,-0.0953,-0.1269,-0.1769,-0.1769,-0.0316,-0.0816,-0.0816,-0.05,-0.05,0,"B"
0.174,0.4423,0.77,0.907,0.969,0.2683,0.5959,0.7329,0.7949,0.3277,0.4647,0.5267,0.137,0.199,0.062,"B"
0.1131,0.3379,0.5804,0.6454,0.6674,0.2248,0.4673,0.5323,0.5543,0.2425,0.3075,0.3295,0.065,0.087,0.022,"B"
-0.014,-0.0612,0.0049,-0.0531,0.0509,-0.0472,0.0189,-0.0391,0.0649,0.0661,0.0081,0.1121,-0.058,0.046,0.104,"B"
0.4582,1.1121,2.0052,2.2622,2.4002,0.6539,1.547,1.804,1.942,0.8931,1.1501,1.2881,0.257,0.395,0.138,"B"
-0.0016,0.0385,0.434,0.485,0.572,0.0401,0.4356,0.4866,0.5736,0.3956,0.4466,0.5335,0.051,0.138,0.087,"B"
0.4496,1.1284,2.2648,2.6878,3.0748,0.6787,1.8152,2.2382,2.6252,1.1364,1.5594,1.9464,0.423,0.81,0.387,"B"
0.0964,0.2694,0.4468,0.4858,0.5488,0.173,0.3504,0.3894,0.4524,0.1774,0.2164,0.2794,0.039,0.102,0.063,"B"
0.4031,0.9441,1.4538,1.6988,2.0298,0.5411,1.0507,1.2957,1.6267,0.5097,0.7547,1.0857,0.245,0.576,0.331,"B"
0.071,0.1686,0.348,0.324,0.388,0.0976,0.277,0.253,0.317,0.1794,0.1554,0.2194,-0.024,0.04,0.064,"B"
0.5662,1.3054,2.268,2.558,2.892,0.7392,1.7018,1.9918,2.3258,0.9626,1.2526,1.5866,0.29,0.624,0.334,"B"
0.4176,1.0465,1.9171,2.6141,3.3141,0.6288,1.4995,2.1965,2.8965,0.8706,1.5676,2.2676,0.697,1.397,0.7,"B"
-0.0222,-0.0933,-0.098,-0.151,-0.077,-0.0711,-0.0758,-0.1288,-0.0548,-0.0047,-0.0577,0.0163,-0.053,0.021,0.074,"B"
0.0055,0.0062,0.1516,0.1246,0.3216,0.0007,0.1461,0.1191,0.3161,0.1454,0.1184,0.3154,-0.027,0.17,0.197,"B"
0.189,0.4838,0.8492,0.9072,1.0142,0.2948,0.6603,0.7183,0.8253,0.3655,0.4235,0.5305,0.058,0.165,0.107,"B"
0.5328,1.2186,2.0746,2.4196,2.8036,0.6858,1.5418,1.8868,2.2708,0.856,1.201,1.585,0.345,0.729,0.384,"B"
0.4469,1.0909,1.9648,2.1488,2.3328,0.644,1.5179,1.7019,1.8859,0.8739,1.0579,1.2419,0.184,0.368,0.184,"B"
0.4722,1.0876,1.7825,1.9015,1.9565,0.6154,1.3103,1.4293,1.4843,0.6949,0.8139,0.8689,0.119,0.174,0.055,"B"
-0.0156,-0.0279,-0.1019,-0.0479,0.0101,-0.0123,-0.0863,-0.0323,0.0257,-0.074,-0.02,0.038,0.054,0.112,0.058,"B"
-0.0836,-0.2639,-0.4629,-0.5659,-0.5669,-0.1803,-0.3793,-0.4823,-0.4833,-0.199,-0.302,-0.303,-0.103,-0.104,-0.001,"B"
0.2509,0.6419,1.1453,1.4113,1.7163,0.391,0.8945,1.1605,1.4655,0.5034,0.7694,1.0744,0.266,0.571,0.305,"B"
-0.0488,-0.1829,-0.4699,-0.5229,-0.5779,-0.134,-0.421,-0.474,-0.529,-0.287,-0.34,-0.395,-0.053,-0.108,-0.055,"B"
0.0012,0.1624,0.3082,0.3352,0.3532,0.1612,0.3071,0.3341,0.3521,0.1459,0.1729,0.1909,0.027,0.045,0.018,"B"
0.0245,0.0502,0.2511,0.3121,0.4651,0.0257,0.2266,0.2876,0.4406,0.2009,0.2619,0.4149,0.061,0.214,0.153,"B"
0.5122,1.2012,2.2036,2.4796,2.7056,0.689,1.6914,1.9674,2.1934,1.0023,1.2783,1.5043,0.276,0.502,0.226,"B"
0.3093,0.8137,1.4415,1.5785,1.8425,0.5044,1.1321,1.2691,1.5331,0.6277,0.7647,1.0287,0.137,0.401,0.264,"B"
0.2013,0.03,-0.2198,-0.0618,0.0872,-0.1713,-0.4211,-0.2631,-0.1141,-0.2498,-0.0918,0.0572,0.158,0.307,0.149,"B"
0.2999,0.7616,1.0253,1.3023,1.5973,0.4618,0.7254,1.0024,1.2974,0.2636,0.5406,0.8356,0.277,0.572,0.295,"B"
0.1657,0.4533,0.6316,0.6716,0.7396,0.2876,0.4659,0.5059,0.5739,0.1783,0.2183,0.2863,0.04,0.108,0.068,"B"
0.0408,0.1517,0.2782,0.2992,0.2772,0.1109,0.2374,0.2584,0.2364,0.1265,0.1475,0.1255,0.021,-0.001,-0.022,"B"
0.0048,-0.0402,-0.0063,-0.0713,-0.0463,-0.045,-0.0111,-0.0761,-0.0511,0.0339,-0.0311,-0.0061,-0.065,-0.04,0.025,"B"
0.8983,1.8665,3.3054,3.8654,4.3544,0.9681,2.4071,2.9671,3.4561,1.4389,1.9989,2.4879,0.56,1.049,0.489,"B"
0.0407,0.1431,0.7353,0.8103,1.1083,0.1024,0.6946,0.7696,1.0676,0.5922,0.6672,0.9652,0.075,0.373,0.298,"B"
0.2313,0.6005,1.3087,1.5297,1.7967,0.3691,1.0773,1.2983,1.5653,0.7082,0.9292,1.1962,0.221,0.488,0.267,"B"
0.0319,0.0606,0.2621,0.7251,1.2691,0.0287,0.2301,0.6931,1.2371,0.2015,0.6645,1.2085,0.463,1.007,0.544,"B"
0.0113,0.0291,0.0964,0.0544,0.1014,0.0178,0.0851,0.0431,0.0901,0.0673,0.0253,0.0723,-0.042,0.005,0.047,"B"
0.1564,0.4246,0.7332,0.7742,0.8542,0.2682,0.5768,0.6178,0.6978,0.3086,0.3496,0.4296,0.041,0.121,0.08,"B"
0.0075,-0.0717,-0.1282,-0.1172,0.0858,-0.0792,-0.1358,-0.1248,0.0782,-0.0565,-0.0455,0.1575,0.011,0.214,0.203,"B"
0.1124,0.3491,0.3974,0.4544,0.4734,0.2367,0.285,0.342,0.361,0.0483,0.1053,0.1243,0.057,0.076,0.019,"B"
0.42,1.0432,1.9093,2.1093,2.4483,0.6232,1.4893,1.6893,2.0283,0.8661,1.0661,1.4051,0.2,0.539,0.339,"B"
0.2358,0.6338,1.4362,1.6622,1.9392,0.398,1.2004,1.4264,1.7034,0.8024,1.0284,1.3054,0.226,0.503,0.277,"B"
0.0379,0.0715,-0.2585,-0.2175,-0.0095,0.0336,-0.2964,-0.2554,-0.0474,-0.33,-0.289,-0.081,0.041,0.249,0.208,"B"
-0.0468,0.1159,-0.1217,0.3513,0.4923,0.1627,-0.0749,0.3981,0.5391,-0.2376,0.2354,0.3764,0.473,0.614,0.141,"B"
0.0497,0.1783,0.3231,0.3551,0.3461,0.1286,0.2734,0.3054,0.2964,0.1448,0.1768,0.1678,0.032,0.023,-0.009,"B"
-0.0171,-0.0909,-0.2546,-0.2556,-0.2186,-0.0738,-0.2375,-0.2385,-0.2015,-0.1636,-0.1646,-0.1276,-0.001,0.036,0.037,"B"
0.4656,1.1269,1.9292,2.1452,2.3732,0.6614,1.4636,1.6796,1.9076,0.8022,1.0182,1.2462,0.216,0.444,0.228,"B"
0.0991,0.2959,0.6354,0.7414,1.0074,0.1968,0.5362,0.6422,0.9082,0.3395,0.4455,0.7115,0.106,0.372,0.266,"B"
0.0205,0.2498,0.4938,0.6968,1.0008,0.2293,0.4732,0.6762,0.9802,0.244,0.447,0.751,0.203,0.507,0.304,"B"
0.1034,0.302,0.9868,1.1078,1.4188,0.1985,0.8834,1.0044,1.3154,0.6849,0.8059,1.1169,0.121,0.432,0.311,"B"
0.1566,0.4538,0.765,0.967,1.269,0.2972,0.6084,0.8104,1.1124,0.3112,0.5132,0.8152,0.202,0.504,0.302,"B"
0.0425,0.1113,0.2645,0.3055,0.2585,0.0688,0.2219,0.2629,0.2159,0.1531,0.1941,0.1471,0.041,-0.006,-0.047,"B"
-0.0236,-0.0451,-0.0987,-0.1017,-0.1107,-0.0214,-0.075,-0.078,-0.087,-0.0536,-0.0566,-0.0656,-0.003,-0.012,-0.009,"B"
0.1786,0.4774,0.9475,1.0725,1.2015,0.2989,0.7689,0.8939,1.0229,0.4701,0.5951,0.7241,0.125,0.254,0.129,"B"
0.0053,-0.0244,-0.0027,-0.0657,-0.0057,-0.0296,-0.008,-0.071,-0.011,0.0217,-0.0413,0.0187,-0.063,-0.003,0.06,"B"
0.0381,0.2877,0.8208,0.9838,0.9688,0.2496,0.7827,0.9457,0.9307,0.5331,0.6961,0.6811,0.163,0.148,-0.015,"B"
0.3755,0.9196,1.0062,1.2852,1.7352,0.544,0.6306,0.9096,1.3596,0.0866,0.3656,0.8156,0.279,0.729,0.45,"B"
-0.0111,-0.001,0.1461,0.2371,0.4601,0.0102,0.1573,0.2483,0.4713,0.1471,0.2381,0.4611,0.091,0.314,0.223,"B"
0.3661,0.9254,2.3723,2.6923,2.9423,0.5593,2.0062,2.3262,2.5762,1.4469,1.7669,2.0169,0.32,0.57,0.25,"B"
0.1552,0.4278,0.6976,0.7916,0.8456,0.2726,0.5424,0.6364,0.6904,0.2698,0.3638,0.4178,0.094,0.148,0.054,"B"
-0.0183,-0.0845,-0.1031,-0.2411,-0.1761,-0.0662,-0.0848,-0.2228,-0.1578,-0.0186,-0.1566,-0.0916,-0.138,-0.073,0.065,"B"
0.2295,0.6439,1.1335,1.2395,1.3645,0.4144,0.904,1.01,1.135,0.4896,0.5956,0.7206,0.106,0.231,0.125,"B"
0.0839,0.2446,0.4274,0.4494,0.4624,0.1607,0.3435,0.3655,0.3785,0.1828,0.2048,0.2178,0.022,0.035,0.013,"B"
0.4234,1.0113,1.7023,1.9443,2.1953,0.5879,1.279,1.521,1.772,0.6911,0.9331,1.1841,0.242,0.493,0.251,"B"
0.0322,0.0904,0.4447,0.4157,0.5297,0.0582,0.4125,0.3835,0.4975,0.3543,0.3253,0.4393,-0.029,0.085,0.114,"B"
0.3492,1.1726,2.1865,3.1475,2.9215,0.8234,1.8373,2.7983,2.5723,1.0139,1.9749,1.7489,0.961,0.735,-0.226,"B"
0.1093,0.294,0.5573,0.6503,0.7093,0.1847,0.448,0.541,0.6,0.2633,0.3563,0.4153,0.093,0.152,0.059,"B"
0.0855,0.2713,0.2727,0.4417,0.8047,0.1859,0.1872,0.3562,0.7192,0.0013,0.1703,0.5333,0.169,0.532,0.363,"B"
0.0544,0.2273,0.4645,0.4655,0.4885,0.1729,0.4101,0.4111,0.4341,0.2372,0.2382,0.2612,0.001,0.024,0.023,"B"
-0.0706,0.004,0.0908,0.2648,0.5348,0.0746,0.1614,0.3354,0.6054,0.0868,0.2608,0.5308,0.174,0.444,0.27,"B"
0.0704,0.1967,0.3284,0.3064,0.3204,0.1263,0.258,0.236,0.25,0.1317,0.1097,0.1237,-0.022,-0.008,0.014,"B"
0.0094,0.0012,0.015,-0.072,-0.074,-0.0083,0.0055,-0.0815,-0.0835,0.0138,-0.0732,-0.0752,-0.087,-0.089,-0.002,"B"
0.059,0.1466,0.2769,0.2429,0.2799,0.0875,0.2179,0.1839,0.2209,0.1304,0.0964,0.1334,-0.034,0.003,0.037,"B"
0.3691,0.9263,1.6095,1.7745,1.8265,0.5571,1.2403,1.4053,1.4573,0.6832,0.8482,0.9002,0.165,0.217,0.052,"B"
-0.0512,-0.1694,-0.2819,-0.3399,-0.4029,-0.1182,-0.2307,-0.2887,-0.3517,-0.1125,-0.1705,-0.2335,-0.058,-0.121,-0.063,"B"
0.2145,0.6059,0.975,1.173,1.281,0.3913,0.7605,0.9585,1.0665,0.3692,0.5672,0.6752,0.198,0.306,0.108,"B"
0.3058,0.8418,1.4524,1.6484,1.7954,0.5361,1.1466,1.3426,1.4896,0.6106,0.8066,0.9536,0.196,0.343,0.147,"B"
0.2595,0.6588,1.136,1.309,1.508,0.3992,0.8765,1.0495,1.2485,0.4773,0.6503,0.8493,0.173,0.372,0.199,"B"
0.3594,0.9115,1.5919,1.7939,1.9269,0.5522,1.2325,1.4345,1.5675,0.6804,0.8824,1.0154,0.202,0.335,0.133,"B"
2.4802,4.04,6.9384,8.0884,8.6944,1.5598,4.4582,5.6082,6.2142,2.8984,4.0484,4.6544,1.15,1.756,0.606,"E"
3.4209,5.3608,9.1503,10.2333,11.0323,1.9399,5.7294,6.8124,7.6114,3.7894,4.8724,5.6714,1.083,1.882,0.799,"E"
3.8047,5.5863,9.5933,10.8683,11.5353,1.7816,5.7885,7.0635,7.7305,4.007,5.282,5.949,1.275,1.942,0.667,"E"
2.6235,4.7129,9.0279,10.6109,11.2989,2.0894,6.4044,7.9874,8.6754,4.315,5.898,6.586,1.583,2.271,0.688,"E"
3.847,5.4605,8.4681,9.5271,10.1911,1.6135,4.6211,5.6801,6.3441,3.0076,4.0666,4.7306,1.059,1.723,0.664,"E"
1.8769,3.1937,5.5591,6.6151,6.8821,1.3168,3.6822,4.7382,5.0052,2.3654,3.4214,3.6884,1.056,1.323,0.267,"E"
1.8183,3.1148,5.5133,6.6473,7.0023,1.2965,3.695,4.829,5.184,2.3985,3.5325,3.8875,1.134,1.489,0.355,"E"
2.2531,3.9539,7.5854,9.0604,9.5774,1.7008,5.3323,6.8073,7.3243,3.6314,5.1064,5.6234,1.475,1.992,0.517,"E"
1.6595,3.2138,6.4871,7.7521,8.2331,1.5543,4.8276,6.0926,6.5736,3.2733,4.5383,5.0193,1.265,1.746,0.481,"E"
1.6069,2.8848,5.1305,6.1085,6.4425,1.2779,3.5236,4.5016,4.8356,2.2457,3.2237,3.5577,0.978,1.312,0.334,"E"
3.2644,5.0157,9.164,10.323,10.945,1.7513,5.8996,7.0586,7.6806,4.1483,5.3073,5.9293,1.159,1.781,0.622,"E"
2.3757,3.8457,6.7371,7.9661,8.3741,1.47,4.3614,5.5904,5.9984,2.8914,4.1204,4.5284,1.229,1.637,0.408,"E"
1.8404,3.1439,5.5589,6.6009,6.9859,1.3035,3.7185,4.7605,5.1455,2.415,3.457,3.842,1.042,1.427,0.385,"E"
3.7027,5.4552,9.5332,10.6102,11.2642,1.7524,5.8305,6.9075,7.5615,4.0781,5.1551,5.8091,1.077,1.731,0.654,"E"
3.9392,5.6958,9.4825,10.6105,11.2185,1.7566,5.5432,6.6712,7.2792,3.7866,4.9146,5.5226,1.128,1.736,0.608,"E"
2.0133,3.8847,6.4393,8.2733,9.7443,1.8714,4.426,6.26,7.731,2.5546,4.3886,5.8596,1.834,3.305,1.471,"E"
3.9101,5.7532,9.9708,11.2958,12.1838,1.8431,6.0608,7.3858,8.2738,4.2176,5.5426,6.4306,1.325,2.213,0.888,"E"
3.1974,4.8107,8.436,9.861,10.425,1.6133,5.2386,6.6636,7.2276,3.6253,5.0503,5.6143,1.425,1.989,0.564,"E"
2.9782,4.7149,8.5261,9.7651,10.3551,1.7367,5.5479,6.7869,7.3769,3.8112,5.0502,5.6402,1.239,1.829,0.59,"E"
1.6996,2.9814,5.4045,6.4845,6.8185,1.2818,3.705,4.785,5.119,2.4232,3.5032,3.8372,1.08,1.414,0.334,"E"
3.7194,5.4197,8.9759,10.1399,10.6319,1.7003,5.2565,6.4205,6.9125,3.5562,4.7202,5.2122,1.164,1.656,0.492,"E"
3.1512,4.9619,7.8641,8.9531,9.6231,1.8106,4.7129,5.8019,6.4719,2.9023,3.9913,4.6613,1.089,1.759,0.67,"E"
3.2297,4.9471,8.3112,9.5002,10.2132,1.7175,5.0815,6.2705,6.9835,3.3641,4.5531,5.2661,1.189,1.902,0.713,"E"
2.365,3.9852,7.7139,9.3499,10.0129,1.6202,5.3489,6.9849,7.6479,3.7287,5.3647,6.0277,1.636,2.299,0.663,"E"
3.5679,5.5093,9.8209,11.2099,11.8769,1.9414,6.253,7.642,8.309,4.3117,5.7007,6.3677,1.389,2.056,0.667,"E"
2.7611,4.5743,9.247,10.375,11.033,1.8132,6.4859,7.6139,8.2719,4.6727,5.8007,6.4587,1.128,1.786,0.658,"E"
2.5624,4.0946,7.4388,8.9238,9.5248,1.5321,4.8763,6.3613,6.9623,3.3442,4.8292,5.4302,1.485,2.086,0.601,"E"
3.4453,5.2501,9.5199,10.9059,11.7059,1.8048,6.0745,7.4605,8.2605,4.2698,5.6558,6.4558,1.386,2.186,0.8,"E"
2.3822,3.7586,5.4212,6.4102,6.9242,1.3764,3.039,4.028,4.542,1.6626,2.6516,3.1656,0.989,1.503,0.514,"E"
2.1929,3.6209,6.3673,7.5353,7.9803,1.428,4.1744,5.3424,5.7874,2.7464,3.9144,4.3594,1.168,1.613,0.445,"E"
2.1414,3.9407,8.2608,10.0568,10.7748,1.7993,6.1193,7.9153,8.6333,4.32,6.116,6.834,1.796,2.514,0.718,"E"
3.7769,5.6511,9.1755,10.2455,11.0045,1.8742,5.3986,6.4686,7.2276,3.5244,4.5944,5.3534,1.07,1.829,0.759,"E"
4.1633,5.809,9.4938,10.6588,11.3298,1.6457,5.3305,6.4955,7.1665,3.6848,4.8498,5.5208,1.165,1.836,0.671,"E"
2.6111,4.2663,7.3852,8.4812,9.0792,1.6552,4.7741,5.8701,6.4681,3.1189,4.2149,4.8129,1.096,1.694,0.598,"E"
4.4202,6.175,10.5057,12.3327,13.1347,1.7548,6.0854,7.9124,8.7144,4.3307,6.1577,6.9597,1.827,2.629,0.802,"E"
1.9497,3.5278,7.7869,9.3539,10.3589,1.5781,5.8371,7.4041,8.4091,4.2591,5.8261,6.8311,1.567,2.572,1.005,"E"
2.5848,4.3406,8.0719,9.1589,9.7919,1.7558,5.4871,6.5741,7.2071,3.7312,4.8182,5.4512,1.087,1.72,0.633,"E"
1.5556,2.9632,5.4456,6.5566,6.9886,1.4076,3.89,5.001,5.433,2.4824,3.5934,4.0254,1.111,1.543,0.432,"E"
1.9643,3.3061,5.837,7.029,7.428,1.3418,3.8727,5.0647,5.4637,2.5309,3.7229,4.1219,1.192,1.591,0.399,"E"
1.8414,3.1445,5.6027,6.7657,7.2277,1.3031,3.7612,4.9242,5.3862,2.4581,3.6211,4.0831,1.163,1.625,0.462,"E"
2.6943,4.3154,7.8532,9.3372,9.9452,1.6211,5.1589,6.6429,7.2509,3.5379,5.0219,5.6299,1.484,2.092,0.608,"E"
3.303,5.0689,8.5066,9.6316,10.3816,1.7658,5.2036,6.3286,7.0786,3.4378,4.5628,5.3128,1.125,1.875,0.75,"E"
3.858,5.6353,9.6388,10.8428,11.6048,1.7774,5.7808,6.9848,7.7468,4.0035,5.2075,5.9695,1.204,1.966,0.762,"E"
3.491,5.2947,9.5801,10.6161,11.2821,1.8037,6.0891,7.1251,7.7911,4.2854,5.3214,5.9874,1.036,1.702,0.666,"E"
2.6694,4.1795,7.3415,8.7056,9.2446,1.5101,4.6721,6.0361,6.5751,3.1621,4.5261,5.0651,1.364,1.903,0.539,"E"
2.3555,4.195,8.0085,9.2205,9.9765,1.8395,5.6529,6.8649,7.6209,3.8135,5.0255,5.7815,1.212,1.968,0.756,"E"
3.8126,5.4778,9.01,10.231,10.94,1.6652,5.1975,6.4185,7.1275,3.5322,4.7532,5.4622,1.221,1.93,0.709,"E"
4.6286,6.5799,11.1599,12.2589,12.8759,1.9513,6.5313,7.6303,8.2473,4.58,5.679,6.296,1.099,1.716,0.617,"E"
3.6943,5.4942,9.3286,10.6316,11.3356,1.7999,5.6343,6.9373,7.6413,3.8344,5.1374,5.8414,1.303,2.007,0.704,"E"
3.1841,5.1397,8.5888,9.7698,10.3998,1.9556,5.4047,6.5857,7.2157,3.4491,4.6301,5.2601,1.181,1.811,0.63,"E"
3.0671,5.0413,10.443,12.211,13.256,1.9741,7.3758,9.1438,10.1888,5.4017,7.1697,8.2147,1.768,2.813,1.045,"E"
2.7578,4.3358,7.7095,8.8595,9.4115,1.578,4.9516,6.1016,6.6536,3.3737,4.5237,5.0757,1.15,1.702,0.552,"E"
3.2413,5.2498,9.2688,10.7178,11.5768,2.0086,6.0275,7.4765,8.3355,4.0189,5.4679,6.3269,1.449,2.308,0.859,"E"
2.6488,4.6891,8.8315,10.1555,10.8925,2.0402,6.1826,7.5066,8.2436,4.1424,5.4664,6.2034,1.324,2.061,0.737,"E"
3.3068,5.1366,9.9419,11.1649,11.8759,1.8299,6.6351,7.8581,8.5691,4.8052,6.0282,6.7392,1.223,1.934,0.711,"E"
2.2872,3.7251,6.6685,7.9145,8.3745,1.4379,4.3813,5.6273,6.0873,2.9435,4.1895,4.6495,1.246,1.706,0.46,"E"
4.9458,6.9693,12.1287,13.7767,14.5707,2.0236,7.183,8.831,9.625,5.1594,6.8074,7.6014,1.648,2.442,0.794,"E"
2.7984,4.2974,7.0805,8.1065,8.6265,1.499,4.282,5.308,5.828,2.783,3.809,4.329,1.026,1.546,0.52,"E"
3.6785,5.4697,9.6249,10.8869,11.6299,1.7912,5.9464,7.2084,7.9514,4.1552,5.4172,6.1602,1.262,2.005,0.743,"E"
1.5624,2.8093,5.0384,5.9264,6.2564,1.2469,3.476,4.364,4.694,2.2291,3.1171,3.4471,0.888,1.218,0.33,"E"
3.4374,5.3317,9.6341,11.2271,12.2821,1.8943,6.1967,7.7897,8.8447,4.3024,5.8954,6.9504,1.593,2.648,1.055,"E"
2.7089,4.5185,9.0414,10.3754,11.2504,1.8095,6.3325,7.6665,8.5415,4.5229,5.8569,6.7319,1.334,2.209,0.875,"E"
2.3683,4.195,8.6007,10.4697,11.1997,1.8266,6.2324,8.1014,8.8314,4.4058,6.2748,7.0048,1.869,2.599,0.73,"E"
