"bpmag-Gmag","bpmag-rpmag","bpmag-Jmag","bpmag-Hmag","bpmag-Kmag","Gmag-rpmag","Gmag-Jmag","Gmag-Hmag","Gmag-Kmag","rpmag-Jmag","rpmag-Hmag","rpmag-Kmag","Jmag-Hmag","Jmag-Kmag","Hmag-Kmag","class"
1.8493,3.4944,7.341,8.955,9.576,1.6451,5.4917,7.1057,7.7267,3.8466,5.4606,6.0816,1.614,2.235,0.621,"E"
3.1561,4.9651,8.9122,10.2292,10.9042,1.809,5.7561,7.0731,7.7481,3.9471,5.2641,5.9391,1.317,1.992,0.675,"E"
2.6926,4.656,9.7572,11.1402,11.8932,1.9634,7.0646,8.4476,9.2006,5.1012,6.4842,7.2372,1.383,2.136,0.753,"E"
2.3728,4.2478,8.3968,9.6638,10.4218,1.875,6.024,7.291,8.049,4.149,5.416,6.174,1.267,2.025,0.758,"E"
2.9213,4.4982,7.9789,9.4809,10.0249,1.5769,5.0576,6.5596,7.1036,3.4807,4.9827,5.5267,1.502,2.046,0.544,"E"
3.8772,5.687,9.8272,11.2292,12.0442,1.8098,5.9501,7.3521,8.1671,4.1402,5.5422,6.3572,1.402,2.217,0.815,"E"
3.5299,5.1958,8.5697,9.8907,10.6227,1.666,5.0398,6.3608,7.0928,3.3739,4.6949,5.4269,1.321,2.053,0.732,"E"
2.5939,4.3651,7.8598,9.0628,9.6938,1.7712,5.2659,6.4689,7.0999,3.4947,4.6977,5.3287,1.203,1.834,0.631,"E"
3.9849,5.7641,9.9556,11.1846,11.8666,1.7792,5.9708,7.1998,7.8818,4.1915,5.4205,6.1025,1.229,1.911,0.682,"E"
3.772,5.4161,9.1422,10.2172,11.0422,1.644,5.3702,6.4452,7.2702,3.7262,4.8012,5.6262,1.075,1.9,0.825,"E"
2.2568,3.8054,7.2368,8.7238,9.3698,1.5487,4.98,6.467,7.113,3.4313,4.9183,5.5643,1.487,2.133,0.646,"E"
2.9277,4.9451,9.6703,11.7783,13.0113,2.0174,6.7426,8.8506,10.0836,4.7252,6.8332,8.0662,2.108,3.341,1.233,"E"
2.7873,4.5847,8.5346,9.9986,10.8756,1.7973,5.7473,7.2113,8.0883,3.95,5.414,6.291,1.464,2.341,0.877,"E"
2.0821,3.4467,6.2025,7.4205,7.8695,1.3646,4.1204,5.3384,5.7874,2.7558,3.9738,4.4228,1.218,1.667,0.449,"E"
3.9339,5.6648,9.969,11.102,11.718,1.7309,6.0351,7.1681,7.7841,4.3042,5.4372,6.0532,1.133,1.749,0.616,"E"
2.3713,4.1021,8.2208,9.9698,10.7418,1.7307,5.8495,7.5985,8.3705,4.1188,5.8678,6.6398,1.749,2.521,0.772,"E"
3.2614,5.4458,9.6001,11.0491,11.8471,2.1844,6.3386,7.7876,8.5856,4.1543,5.6033,6.4013,1.449,2.247,0.798,"E"
2.4494,3.9317,7.1514,8.5054,9.0264,1.4823,4.7019,6.0559,6.5769,3.2196,4.5736,5.0946,1.354,1.875,0.521,"E"
2.0665,3.5378,6.3298,7.5658,8.0218,1.4713,4.2633,5.4993,5.9553,2.792,4.028,4.484,1.236,1.692,0.456,"E"
2.635,4.5612,8.9117,9.9837,10.7057,1.9262,6.2767,7.3487,8.0707,4.3505,5.4225,6.1445,1.072,1.794,0.722,"E"
3.5552,5.1423,8.6289,9.9979,10.7419,1.5871,5.0737,6.4427,7.1867,3.4866,4.8556,5.5996,1.369,2.113,0.744,"E"
1.7741,3.0751,5.4395,6.4245,6.7565,1.301,3.6654,4.6504,4.9824,2.3644,3.3494,3.6814,0.985,1.317,0.332,"E"
3.5308,5.4915,9.7415,11.0465,11.7095,1.9607,6.2107,7.5157,8.1787,4.25,5.555,6.218,1.305,1.968,0.663,"E"
3.141,4.6976,7.4906,8.8046,9.3316,1.5567,4.3497,5.6637,6.1907,2.793,4.107,4.634,1.314,1.841,0.527,"E"
2.8001,4.6503,9.0092,10.1762,10.8482,1.8502,6.2091,7.3761,8.0481,4.3589,5.5259,6.1979,1.167,1.839,0.672,"E"
4.1391,6.0713,9.3969,10.6969,11.4899,1.9322,5.2579,6.5579,7.3509,3.3257,4.6257,5.4187,1.3,2.093,0.793,"E"
3.4249,5.0913,8.6697,9.8237,10.4347,1.6663,5.2448,6.3988,7.0098,3.5785,4.7325,5.3435,1.154,1.765,0.611,"E"
3.5716,5.4712,9.0147,10.1947,10.9417,1.8996,5.4431,6.6231,7.3701,3.5435,4.7235,5.4705,1.18,1.927,0.747,"E"
2.6477,4.5978,8.7092,9.7722,10.3962,1.95,6.0615,7.1245,7.7485,4.1115,5.1745,5.7985,1.063,1.687,0.624,"E"
3.8197,5.6147,10.2734,11.5594,12.3214,1.795,6.4537,7.7397,8.5017,4.6587,5.9447,6.7067,1.286,2.048,0.762,"E"
2.8702,4.4379,7.7573,8.9513,9.4743,1.5677,4.8871,6.0811,6.6041,3.3194,4.5134,5.0364,1.194,1.717,0.523,"E"
3.6234,5.3992,10.0414,11.4524,12.1644,1.7758,6.4181,7.8291,8.5411,4.6423,6.0533,6.7653,1.411,2.123,0.712,"E"
3.2505,5.0388,8.6135,10.0305,10.6605,1.7883,5.3631,6.7801,7.4101,3.5747,4.9917,5.6217,1.417,2.047,0.63,"E"
1.7624,3.0442,5.4039,6.4879,6.8339,1.2818,3.6415,4.7255,5.0715,2.3597,3.4437,3.7897,1.084,1.43,0.346,"E"
3.3759,5.2153,8.5292,9.8812,10.5992,1.8394,5.1533,6.5053,7.2233,3.3139,4.6659,5.3839,1.352,2.07,0.718,"E"
1.7958,3.3583,6.0777,7.1757,7.5757,1.5625,4.282,5.38,5.78,2.7194,3.8174,4.2174,1.098,1.498,0.4,"E"
2.6323,4.2516,7.5755,8.9585,9.4985,1.6193,4.9432,6.3262,6.8662,3.3239,4.7069,5.2469,1.383,1.923,0.54,"E"
3.813,5.52,9.625,10.642,11.29,1.7071,5.8121,6.8291,7.4771,4.105,5.122,5.77,1.017,1.665,0.648,"E"
4.2608,6.1368,10.3298,11.9548,12.9458,1.876,6.069,7.694,8.685,4.193,5.818,6.809,1.625,2.616,0.991,"E"
3.4169,5.4363,9.2948,10.6018,11.5688,2.0194,5.8779,7.1849,8.1519,3.8585,5.1655,6.1325,1.307,2.274,0.967,"E"
2.1221,3.983,8.735,10.068,10.784,1.8609,6.6129,7.9459,8.6619,4.752,6.085,6.801,1.333,2.049,0.716,"E"
3.5971,5.4804,9.0467,10.1027,10.6357,1.8833,5.4496,6.5056,7.0386,3.5662,4.6222,5.1552,1.056,1.589,0.533,"E"
3.674,5.8114,10.2385,11.7245,12.6675,2.1374,6.5644,8.0504,8.9934,4.427,5.913,6.856,1.486,2.429,0.943,"E"
1.9499,3.3425,5.9215,7.0535,7.4615,1.3926,3.9716,5.1036,5.5116,2.579,3.711,4.119,1.132,1.54,0.408,"E"
3.5357,5.1773,9.1241,10.8031,11.5101,1.6416,5.5884,7.2674,7.9744,3.9468,5.6258,6.3328,1.679,2.386,0.707,"E"
3.5029,5.3454,9.4045,10.5475,11.1585,1.8425,5.9016,7.0446,7.6556,4.0591,5.2021,5.8131,1.143,1.754,0.611,"E"
3.5326,5.4727,10.0902,11.6712,12.4612,1.9401,6.5576,8.1386,8.9286,4.6175,6.1985,6.9885,1.581,2.371,0.79,"E"
3.9375,5.7331,8.768,10.085,10.974,1.7956,4.8305,6.1475,7.0365,3.0349,4.3519,5.2409,1.317,2.206,0.889,"E"
3.7546,5.8382,9.3511,10.4821,11.1121,2.0836,5.5965,6.7275,7.3575,3.5129,4.6439,5.2739,1.131,1.761,0.63,"E"
2.7646,4.5502,8.22,9.523,10.252,1.7856,5.4554,6.7584,7.4874,3.6698,4.9728,5.7018,1.303,2.032,0.729,"E"
4.8908,6.739,11.0537,12.3897,13.1687,1.8482,6.1628,7.4988,8.2778,4.3147,5.6507,6.4297,1.336,2.115,0.779,"E"
3.6699,5.5363,9.0423,10.3623,11.1883,1.8665,5.3725,6.6925,7.5185,3.506,4.826,5.652,1.32,2.146,0.826,"E"
1.7692,3.0724,5.539,6.612,6.95,1.3032,3.7698,4.8428,5.1808,2.4666,3.5396,3.8776,1.073,1.411,0.338,"E"
3.1561,5.1623,9.2728,10.4348,10.9688,2.0061,6.1167,7.2787,7.8127,4.1105,5.2725,5.8065,1.162,1.696,0.534,"E"
3.9125,5.8613,10.0736,11.3256,11.9946,1.9489,6.1611,7.4131,8.0821,4.2122,5.4642,6.1332,1.252,1.921,0.669,"E"
1.856,3.5062,6.8418,8.2108,8.7918,1.6502,4.9858,6.3548,6.9358,3.3356,4.7046,5.2856,1.369,1.95,0.581,"E"
3.4761,5.0813,8.4562,9.6522,10.1972,1.6052,4.9801,6.1761,6.7211,3.3749,4.5709,5.1159,1.196,1.741,0.545,"E"
3.1776,4.8826,8.0452,9.1602,9.6462,1.7051,4.8676,5.9826,6.4686,3.1626,4.2776,4.7636,1.115,1.601,0.486,"E"
1.9371,3.9252,6.874,7.865,8.359,1.988,4.9368,5.9278,6.4218,2.9488,3.9398,4.4338,0.991,1.485,0.494,"E"
3.6857,5.4104,8.9112,10.1902,10.9372,1.7247,5.2255,6.5045,7.2515,3.5008,4.7798,5.5268,1.279,2.026,0.747,"E"
1.713,2.9969,5.2537,6.3327,6.6457,1.2839,3.5407,4.6197,4.9327,2.2568,3.3358,3.6488,1.079,1.392,0.313,"E"
2.4733,3.9192,6.8416,8.1576,8.6566,1.4459,4.3683,5.6843,6.1833,2.9225,4.2385,4.7375,1.316,1.815,0.499,"E"
3.4554,5.2897,9.6723,11.1893,12.0473,1.8343,6.2168,7.7338,8.5918,4.3826,5.8996,6.7576,1.517,2.375,0.858,"E"
1.9747,4.0569,8.8761,10.4791,11.6231,2.0822,6.9014,8.5044,9.6484,4.8192,6.4222,7.5662,1.603,2.747,1.144,"E"
4.3684,6.4415,12.2059,13.8489,14.8699,2.0731,7.8375,9.4805,10.5015,5.7644,7.4074,8.4284,1.643,2.664,1.021,"E"
3.4631,5.1856,8.9528,10.0728,10.5998,1.7226,5.4897,6.6097,7.1367,3.7672,4.8872,5.4142,1.12,1.647,0.527,"E"
1.9141,3.2585,5.8672,7.0352,7.4502,1.3444,3.9531,5.1211,5.5361,2.6087,3.7767,4.1917,1.168,1.583,0.415,"E"
3.1317,5.0141,8.7231,9.8301,10.4871,1.8825,5.5914,6.6984,7.3554,3.709,4.816,5.473,1.107,1.764,0.657,"E"
3.0807,5.1845,9.1786,10.8126,11.5426,2.1038,6.0979,7.7319,8.4619,3.9941,5.6281,6.3581,1.634,2.364,0.73,"E"
1.7328,3.0314,5.4759,6.5779,6.9719,1.2986,3.7431,4.8451,5.2391,2.4445,3.5465,3.9405,1.102,1.496,0.394,"E"
4.0486,5.8937,10.5997,11.4957,12.1377,1.8452,6.5512,7.4472,8.0892,4.706,5.602,6.244,0.896,1.538,0.642,"E"
2.7552,4.3669,7.5054,8.6334,9.1124,1.6117,4.7502,5.8782,6.3572,3.1385,4.2665,4.7455,1.128,1.607,0.479,"E"
3.777,5.6032,9.7631,11.1621,11.9131,1.8262,5.9862,7.3852,8.1362,4.16,5.559,6.31,1.399,2.15,0.751,"E"
2.6286,4.3455,6.7933,7.7113,8.2393,1.7169,4.1648,5.0828,5.6108,2.4478,3.3658,3.8938,0.918,1.446,0.528,"E"
3.5628,5.2198,9.5156,10.7186,11.2546,1.6569,5.9528,7.1558,7.6918,4.2958,5.4988,6.0348,1.203,1.739,0.536,"E"
3.6425,5.3783,9.481,10.704,11.443,1.7357,5.8385,7.0615,7.8005,4.1027,5.3257,6.0647,1.223,1.962,0.739,"E"
2.0427,3.404,6.0954,7.2284,7.6384,1.3613,4.0526,5.1856,5.5956,2.6913,3.8243,4.2343,1.133,1.543,0.41,"E"
3.7811,5.5845,9.9143,11.3453,12.1013,1.8034,6.1332,7.5642,8.3202,4.3298,5.7608,6.5168,1.431,2.187,0.756,"E"
2.2542,3.6474,6.3558,7.5338,8.0008,1.3932,4.1016,5.2796,5.7466,2.7084,3.8864,4.3534,1.178,1.645,0.467,"E"
1.6355,2.8881,5.0819,5.9319,6.2719,1.2526,3.4464,4.2964,4.6364,2.1938,3.0438,3.3838,0.85,1.19,0.34,"E"
1.9808,3.3115,5.9133,7.0863,7.5033,1.3307,3.9325,5.1055,5.5225,2.6018,3.7748,4.1918,1.173,1.59,0.417,"E"
2.153,4.0884,7.3503,8.5453,9.0943,1.9354,5.1973,6.3923,6.9413,3.2619,4.4569,5.0059,1.195,1.744,0.549,"E"
2.3008,3.7283,6.7217,8.0757,8.6127,1.4275,4.421,5.775,6.312,2.9935,4.3475,4.8845,1.354,1.891,0.537,"E"
3.5355,5.2322,8.6994,9.7854,10.5264,1.6967,5.1638,6.2498,6.9908,3.4672,4.5532,5.2942,1.086,1.827,0.741,"E"
2.8769,5.0746,9.8535,11.4795,12.3575,2.1977,6.9766,8.6026,9.4806,4.7789,6.4049,7.2829,1.626,2.504,0.878,"E"
2.8447,4.6749,8.4173,9.5663,10.0623,1.8301,5.5725,6.7215,7.2175,3.7424,4.8914,5.3874,1.149,1.645,0.496,"E"
2.329,4.0501,7.9374,9.5054,10.1154,1.7212,5.6084,7.1764,7.7864,3.8872,5.4552,6.0652,1.568,2.178,0.61,"E"
3.2557,5.1881,10.3768,12.2478,13.2018,1.9324,7.1211,8.9921,9.9461,5.1887,7.0597,8.0137,1.871,2.825,0.954,"E"
2.5484,4.2472,7.6701,8.8251,9.3301,1.6987,5.1216,6.2766,6.7816,3.4229,4.5779,5.0829,1.155,1.66,0.505,"E"
2.6395,4.5608,8.1708,9.2818,9.9448,1.9212,5.5312,6.6422,7.3052,3.61,4.721,5.384,1.111,1.774,0.663,"E"
1.6713,2.9373,5.3417,6.4137,6.7707,1.2659,3.6704,4.7424,5.0994,2.4045,3.4765,3.8335,1.072,1.429,0.357,"E"
2.6772,4.2159,7.4539,8.8589,9.3859,1.5387,4.7767,6.1817,6.7087,3.238,4.643,5.17,1.405,1.932,0.527,"E"
2.9819,4.9554,9.1225,10.3985,11.2655,1.9735,6.1405,7.4165,8.2835,4.1671,5.4431,6.3101,1.276,2.143,0.867,"E"
2.0063,3.4692,6.1723,7.3893,7.7923,1.4629,4.166,5.383,5.786,2.7031,3.9201,4.3231,1.217,1.62,0.403,"E"
3.8185,5.5836,9.8525,10.9255,11.5505,1.7651,6.034,7.107,7.732,4.269,5.342,5.967,1.073,1.698,0.625,"E"
3.4221,5.3984,9.989,11.325,12.206,1.9764,6.5669,7.9029,8.7839,4.5906,5.9266,6.8076,1.336,2.217,0.881,"E"
3.0422,4.9844,9.3996,10.9506,11.8576,1.9422,6.3575,7.9085,8.8155,4.4153,5.9663,6.8733,1.551,2.458,0.907,"E"
3.3909,4.9612,8.7922,9.9022,10.6292,1.5702,5.4013,6.5113,7.2383,3.8311,4.9411,5.6681,1.11,1.837,0.727,"E"
2.8427,4.6457,8.289,9.455,10.158,1.803,5.4463,6.6123,7.3153,3.6432,4.8092,5.5122,1.166,1.869,0.703,"E"
2.3612,3.798,6.7004,7.8364,8.3244,1.4368,4.3393,5.4753,5.9633,2.9024,4.0384,4.5264,1.136,1.624,0.488,"E"
3.1679,5.0087,9.5627,11.2387,12.1037,1.8407,6.3948,8.0708,8.9358,4.554,6.23,7.095,1.676,2.541,0.865,"E"
3.2504,5.0684,9.5499,11.0229,11.8469,1.8181,6.2996,7.7726,8.5966,4.4815,5.9545,6.7785,1.473,2.297,0.824,"E"
3.9005,5.9812,9.7623,10.9953,11.8283,2.0807,5.8618,7.0948,7.9278,3.7811,5.0141,5.8471,1.233,2.066,0.833,"E"
3.4303,5.4587,9.8277,10.9427,11.7107,2.0285,6.3975,7.5125,8.2805,4.369,5.484,6.252,1.115,1.883,0.768,"E"
3.6042,5.5657,10.9483,12.6773,13.5523,1.9616,7.3442,9.0732,9.9482,5.3826,7.1116,7.9866,1.729,2.604,0.875,"E"
2.5382,4.4836,7.6286,8.7206,9.2736,1.9454,5.0904,6.1824,6.7354,3.145,4.237,4.79,1.092,1.645,0.553,"E"
2.8934,4.5587,8.3858,10.0598,10.7028,1.6653,5.4923,7.1663,7.8093,3.8271,5.5011,6.1441,1.674,2.317,0.643,"E"
3.5886,5.6236,10.0071,11.4081,12.4051,2.0351,6.4185,7.8195,8.8165,4.3835,5.7845,6.7815,1.401,2.398,0.997,"E"
2.1639,4.2661,11.6606,13.0236,13.9056,2.1022,9.4968,10.8598,11.7418,7.3946,8.7576,9.6396,1.363,2.245,0.882,"E"
3.023,4.876,8.9274,10.2274,11.1474,1.853,5.9044,7.2044,8.1244,4.0514,5.3514,6.2714,1.3,2.22,0.92,"E"
1.7956,3.1399,5.6626,6.7386,7.1326,1.3444,3.867,4.943,5.337,2.5227,3.5987,3.9927,1.076,1.47,0.394,"E"
2.4661,4.2229,8.0492,9.2632,9.9372,1.7568,5.5831,6.7971,7.4711,3.8263,5.0403,5.7143,1.214,1.888,0.674,"E"
3.3133,5.0081,8.7612,9.7992,10.3072,1.6948,5.4479,6.4859,6.9939,3.7531,4.7911,5.2991,1.038,1.546,0.508,"E"
3.3572,5.2989,8.565,9.774,10.56,1.9416,5.2077,6.4167,7.2027,3.2661,4.4751,5.2611,1.209,1.995,0.786,"E"
2.0476,3.4226,6.1278,7.3058,7.7118,1.3749,4.0802,5.2582,5.6642,2.7053,3.8833,4.2893,1.178,1.584,0.406,"E"
3.3066,5.0156,8.008,9.095,9.731,1.709,4.7014,5.7884,6.4244,2.9924,4.0794,4.7154,1.087,1.723,0.636,"E"
1.7052,2.9819,5.3348,6.3808,6.6888,1.2767,3.6296,4.6756,4.9836,2.3529,3.3989,3.7069,1.046,1.354,0.308,"E"
4.0332,5.6974,9.5539,11.1969,11.8519,1.6643,5.5208,7.1638,7.8188,3.8565,5.4995,6.1545,1.643,2.298,0.655,"E"
2.1309,3.5058,6.1271,7.3571,7.7691,1.3748,3.9962,5.2262,5.6382,2.6213,3.8513,4.2633,1.23,1.642,0.412,"E"
1.9536,3.3849,6.2198,7.3588,7.7758,1.4313,4.2663,5.4053,5.8223,2.8349,3.9739,4.3909,1.139,1.556,0.417,"E"
3.8802,5.7634,10.2786,11.7446,12.4946,1.8832,6.3983,7.8643,8.6143,4.5152,5.9812,6.7312,1.466,2.216,0.75,"E"
1.8827,3.1857,5.6691,6.6771,7.0621,1.303,3.7863,4.7943,5.1793,2.4834,3.4914,3.8764,1.008,1.393,0.385,"E"
2.8732,4.7094,7.7014,8.6874,9.3194,1.8362,4.8282,5.8142,6.4462,2.992,3.978,4.61,0.986,1.618,0.632,"E"
2.4874,3.9395,6.8122,8.0452,8.4542,1.4521,4.3248,5.5578,5.9668,2.8727,4.1057,4.5147,1.233,1.642,0.409,"E"
2.0841,3.5152,6.2363,7.4343,7.8843,1.4311,4.1522,5.3502,5.8002,2.7211,3.9191,4.3691,1.198,1.648,0.45,"E"
1.7871,3.0827,5.5107,6.6377,7.0678,1.2956,3.7237,4.8507,5.2807,2.4281,3.5551,3.9851,1.127,1.557,0.43,"E"
2.3483,3.9278,7.1083,8.5023,8.9873,1.5795,4.7599,6.154,6.639,3.1804,4.5744,5.0594,1.394,1.879,0.485,"E"
3.7852,5.5855,9.1947,10.3817,11.0737,1.8003,5.4095,6.5965,7.2885,3.6092,4.7962,5.4882,1.187,1.879,0.692,"E"
2.7704,4.8531,8.4019,9.3959,9.9629,2.0827,5.6315,6.6255,7.1925,3.5488,4.5428,5.1098,0.994,1.561,0.567,"E"
1.9716,3.3504,5.8668,6.9938,7.3388,1.3787,3.8952,5.0222,5.3672,2.5165,3.6435,3.9885,1.127,1.472,0.345,"E"
3.2894,5.1608,8.5036,9.6776,10.2396,1.8714,5.2142,6.3882,6.9502,3.3428,4.5168,5.0788,1.174,1.736,0.562,"E"
1.9429,3.4956,6.9044,8.4014,8.9354,1.5528,4.9616,6.4586,6.9926,3.4088,4.9058,5.4398,1.497,2.031,0.534,"E"
2.3117,4.3608,9.9338,11.5138,12.6258,2.0491,7.622,9.202,10.314,5.5729,7.1529,8.2649,1.58,2.692,1.112,"E"
4.0303,5.6959,9.6594,10.8404,11.5794,1.6656,5.6291,6.8101,7.5491,3.9635,5.1445,5.8835,1.181,1.92,0.739,"E"
4.2866,5.9704,9.3724,10.7214,11.5564,1.6839,5.0858,6.4348,7.2698,3.4019,4.7509,5.5859,1.349,2.184,0.835,"E"
3.0722,5.1957,8.2612,9.2872,9.9182,2.1234,5.189,6.215,6.846,3.0655,4.0915,4.7225,1.026,1.657,0.631,"E"
3.5999,5.6594,9.055,10.266,11.009,2.0595,5.4552,6.6662,7.4092,3.3957,4.6067,5.3497,1.211,1.954,0.743,"E"
4.0716,5.9331,8.8775,9.9105,10.7505,1.8615,4.8059,5.8389,6.6789,2.9444,3.9774,4.8174,1.033,1.873,0.84,"E"
2.4492,3.8938,6.8024,7.8984,8.3294,1.4446,4.3532,5.4492,5.8802,2.9086,4.0046,4.4356,1.096,1.527,0.431,"E"
2.4505,3.9142,7.0037,8.2667,8.7567,1.4638,4.5532,5.8162,6.3062,3.0895,4.3525,4.8425,1.263,1.753,0.49,"E"
2.3251,4.1443,7.8004,8.9734,9.5934,1.8193,5.4753,6.6483,7.2683,3.6561,4.8291,5.4491,1.173,1.793,0.62,"E"
2.6616,4.6252,10.1278,12.1478,13.4688,1.9635,7.4661,9.4861,10.8071,5.5026,7.5226,8.8436,2.02,3.341,1.321,"E"
2.4256,4.3131,8.783,9.969,10.578,1.8875,6.3574,7.5434,8.1524,4.4699,5.6559,6.2649,1.186,1.795,0.609,"E"
2.6693,4.4164,7.9366,9.0136,9.5116,1.7472,5.2673,6.3443,6.8423,3.5202,4.5972,5.0952,1.077,1.575,0.498,"E"
2.7867,4.2915,6.9327,8.2107,8.7307,1.5048,4.146,5.424,5.944,2.6412,3.9192,4.4392,1.278,1.798,0.52,"E"
2.9831,4.9316,9.9811,11.6401,12.5531,1.9484,6.9979,8.6569,9.5699,5.0495,6.7085,7.6215,1.659,2.572,0.913,"E"
2.6474,4.5382,7.7767,8.7637,9.2637,1.8908,5.1293,6.1163,6.6163,3.2385,4.2255,4.7255,0.987,1.487,0.5,"E"
3.3151,5.0538,8.76,10.134,11.008,1.7387,5.4449,6.8189,7.6929,3.7062,5.0802,5.9542,1.374,2.248,0.874,"E"
2.1309,3.8783,8.0246,9.8086,10.5306,1.7474,5.8937,7.6777,8.3997,4.1463,5.9303,6.6523,1.784,2.506,0.722,"E"
1.8147,3.1161,5.6146,6.7936,7.1656,1.3014,3.7999,4.9789,5.3509,2.4985,3.6775,4.0495,1.179,1.551,0.372,"E"
1.6986,3.3768,7.1148,8.6848,9.2928,1.6781,5.4161,6.9861,7.5941,3.738,5.308,5.916,1.57,2.178,0.608,"E"
2.3244,4.36,10.122,12.496,13.569,2.0355,7.7976,10.1716,11.2446,5.762,8.136,9.209,2.374,3.447,1.073,"E"
2.9973,4.8226,9.3238,10.8228,11.5728,1.8253,6.3265,7.8255,8.5755,4.5012,6.0002,6.7502,1.499,2.249,0.75,"E"
3.3617,5.0049,8.7466,9.8816,10.6036,1.6432,5.3849,6.5199,7.2419,3.7417,4.8767,5.5987,1.135,1.857,0.722,"E"
3.2581,5.044,8.0172,9.4112,10.4022,1.7859,4.7591,6.1531,7.1441,2.9732,4.3672,5.3582,1.394,2.385,0.991,"E"
2.1975,3.6099,6.4486,7.6836,8.1166,1.4124,4.251,5.486,5.919,2.8387,4.0737,4.5067,1.235,1.668,0.433,"E"
2.6786,4.5408,8.3567,9.4937,10.0287,1.8622,5.6781,6.8151,7.3501,3.8159,4.9529,5.4879,1.137,1.672,0.535,"E"
3.7894,5.7272,8.9638,10.2648,11.1338,1.9378,5.1745,6.4755,7.3445,3.2366,4.5376,5.4066,1.301,2.17,0.869,"E"
3.2882,4.9899,8.7349,9.9799,10.7759,1.7017,5.4467,6.6917,7.4877,3.745,4.99,5.786,1.245,2.041,0.796,"E"
2.539,4.017,6.538,7.611,8.021,1.4779,3.9989,5.0719,5.4819,2.521,3.594,4.004,1.073,1.483,0.41,"E"
2.2013,3.6174,6.4314,7.6244,8.0864,1.4161,4.2301,5.4231,5.8851,2.814,4.0069,4.469,1.193,1.655,0.462,"E"
2.5172,4.5331,8.7016,9.8336,10.4596,2.016,6.1844,7.3164,7.9424,4.1685,5.3005,5.9265,1.132,1.758,0.626,"E"
2.6889,4.5147,8.2547,9.3387,9.9467,1.8258,5.5658,6.6498,7.2578,3.74,4.824,5.432,1.084,1.692,0.608,"E"
2.5564,4.5311,8.1875,9.4595,10.1885,1.9746,5.631,6.903,7.632,3.6564,4.9284,5.6574,1.272,2.001,0.729,"E"
3.1325,5.1408,9.2559,10.4539,11.1139,2.0083,6.1234,7.3214,7.9814,4.1151,5.3131,5.9731,1.198,1.858,0.66,"E"
3.7352,5.5936,9.7943,11.0163,11.6973,1.8584,6.0591,7.2811,7.9621,4.2007,5.4227,6.1037,1.222,1.903,0.681,"E"
3.6906,5.5635,9.8215,11.0655,11.8435,1.8729,6.1309,7.3749,8.1529,4.2579,5.5019,6.2799,1.244,2.022,0.778,"E"
2.5929,4.1638,7.1363,8.1293,8.5613,1.5709,4.5435,5.5365,5.9685,2.9725,3.9655,4.3975,0.993,1.425,0.432,"E"
3.7237,5.4742,9.2113,10.4913,11.2143,1.7504,5.4875,6.7675,7.4905,3.7371,5.0171,5.7401,1.28,2.003,0.723,"E"
3.4894,5.348,9.2366,10.7186,11.5106,1.8585,5.7472,7.2292,8.0212,3.8887,5.3707,6.1627,1.482,2.274,0.792,"E"
3.3976,5.275,9.6521,10.7811,11.4041,1.8774,6.2546,7.3836,8.0066,4.3771,5.5061,6.1291,1.129,1.752,0.623,"E"
4.2617,6.2456,10.4407,12.2337,13.3237,1.9839,6.179,7.972,9.062,4.1951,5.9881,7.0781,1.793,2.883,1.09,"E"
3.0356,4.7844,8.4585,9.6105,10.3185,1.7488,5.4229,6.5749,7.2829,3.674,4.826,5.534,1.152,1.86,0.708,"E"
3.0187,4.674,7.4817,8.4377,9.0697,1.6554,4.463,5.419,6.051,2.8077,3.7637,4.3957,0.956,1.588,0.632,"E"
4.0026,5.8356,10.152,11.513,12.259,1.833,6.1494,7.5104,8.2564,4.3163,5.6773,6.4233,1.361,2.107,0.746,"E"
3.2738,5.0897,9.1467,10.3287,10.9647,1.8159,5.8728,7.0548,7.6908,4.0569,5.2389,5.8749,1.182,1.818,0.636,"E"
3.4438,5.2017,9.1318,10.5218,11.2368,1.758,5.688,7.078,7.793,3.9301,5.3201,6.0351,1.39,2.105,0.715,"E"
2.1011,3.4714,6.1187,7.2727,7.7157,1.3704,4.0176,5.1716,5.6146,2.6472,3.8012,4.2442,1.154,1.597,0.443,"E"
1.5756,2.8517,5.0452,6.0532,6.4052,1.2762,3.4696,4.4776,4.8296,2.1934,3.2014,3.5534,1.008,1.36,0.352,"E"
3.9517,5.6727,10.3537,11.7717,12.5267,1.721,6.402,7.82,8.575,4.681,6.099,6.854,1.418,2.173,0.755,"E"
2.09,3.5264,6.2251,7.3211,7.7221,1.4364,4.1351,5.2311,5.6321,2.6987,3.7947,4.1957,1.096,1.497,0.401,"E"
3.3853,5.2847,9.3577,10.8717,11.8057,1.8994,5.9724,7.4864,8.4204,4.073,5.587,6.521,1.514,2.448,0.934,"E"
2.7804,4.6099,8.3694,9.4964,10.2554,1.8295,5.5891,6.7161,7.4751,3.7595,4.8865,5.6455,1.127,1.886,0.759,"E"
2.8898,4.8299,10.08,11.5,12.382,1.9401,7.1902,8.6102,9.4922,5.2501,6.6701,7.5521,1.42,2.302,0.882,"E"
2.5115,3.9612,7.1093,8.4613,9.0403,1.4497,4.5978,5.9498,6.5288,3.1481,4.5001,5.0791,1.352,1.931,0.579,"E"
